pkgconf;2.1.1;https://distfiles.ariadne.space/pkgconf/pkgconf-@.tar.xz;bc29d74c2483197deb9f1f3b414b7918
procps;4.0.4;https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-@.tar.xz;2f747fc7df8ccf402d03e375c565cf96
psmisc;23.6;https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-@.tar.xz;ed3206da1184ce9e82d607dc56c52633
python;3.12.2;https://www.python.org/ftp/python/@/Python-@.tar.xz;e7c178b97bf8f7ccd677b94d614f7b3c
python documentation;3.12.2;https://www.python.org/ftp/python/doc/@/python-@-docs-html.tar.bz2;8a6310f6288e7f60c3565277ec3b5279
readline;8.2;https://ftp.gnu.org/gnu/readline/readline-@.tar.gz;4aa1b31be779e6b84f9a96cb66bc50f6
sed;4.9;https://ftp.gnu.org/gnu/sed/sed-@.tar.xz;6aac9b2dbafcd5b7a67a8a9bcb8036c3
setuptools;69.1.0;https://pypi.org/packages/source/s/setuptools/setuptools-@.tar.gz;6f6eb780ce12c90d81ce243747ed7ab0
shadow;4.14.5;https://github.com/shadow-maint/shadow/releases/download/@/shadow-@.tar.xz;452b0e59f08bf618482228ba3732d0ae
sysklogd;1.5.1;https://www.infodrom.org/projects/sysklogd/download/sysklogd-@.tar.gz;c70599ab0d037fde724f7210c2c8d7f8
systemd;255;https://github.com/systemd/systemd/archive/v255/systemd-@.tar.gz;521cda27409a9edf0370c128fae3e690
systemd man pages;255;https://anduin.linuxfromscratch.org/LFS/systemd-man-pages-@.tar.xz;1ebe54d7a80f9abf8f2d14ddfeb2432d
sysvinit;3.08;https://github.com/slicer69/sysvinit/releases/download/@/sysvinit-@.tar.xz;81a05f28d7b67533cfc778fcadea168c
tar;1.35;https://ftp.gnu.org/gnu/tar/tar-@.tar.xz;a2d8042658cfd8ea939e6d911eaf4152
tcl;8.6.13;https://downloads.sourceforge.net/tcl/tcl@-src.tar.gz;0e4358aade2f5db8a8b6f2f6d9481ec2
tcl documentation;8.6.13;https://downloads.sourceforge.net/tcl/tcl@-html.tar.gz;4452f2f6d557f5598cca17b786d6eb68
texinfo;7.1;https://ftp.gnu.org/gnu/texinfo/texinfo-@.tar.xz;edd9928b4a3f82674bcc3551616eef3b
time zone data;2024a;https://www.iana.org/time-zones/repository/releases/tzdata@.tar.gz;2349edd8335245525cc082f2755d5bf4
udev-lfs tarball;udev-lfs-20230818;https://anduin.linuxfromscratch.org/LFS/@.tar.xz;acd4360d8a5c3ef320b9db88d275dae6
util-linux;2.39.3;https://www.kernel.org/pub/linux/utils/util-linux/v2.39/util-linux-@.tar.xz;f3591e6970c017bb4bcd24ae762a98f5
vim;9.1.0041;https://github.com/vim/vim/archive/v@/vim-@.tar.gz;79dfe62be5d347b1325cbd5ce2a1f9b3
wheel;0.42.0;https://pypi.org/packages/source/w/wheel/wheel-@.tar.gz;802ad6e5f9336fcb1c76b7593f0cd22d
xml::parser;2.47;https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-@.tar.gz;89a8e82cfd2ad948b349c0a69c494463
xz utils;5.4.6;https://github.com/tukaani-project/xz/releases/download/v@/xz-@.tar.xz;7ade7bd1181a731328f875bec62a9377
zlib;1.3.1;https://zlib.net/fossils/zlib-@.tar.gz;9855b6d802d7fe5b7bd5b196a2271655
zstd;1.5.5;https://github.com/facebook/zstd/releases/download/v@/zstd-@.tar.gz;63251602329a106220e0a5ad26ba656f
